p_village_47|特雷夫·凯恩科德
p_village_48|特雷夫·温特
p_village_49|斯卡法比
p_village_50|韦比约格镇
p_village_51|胡赫尔斯塔斯
p_village_52|海达比
p_village_53|斯基林斯萨尔
p_village_54|霍尔达比
p_village_55|阿格迪尔·比
p_village_56|罗加兰德城
p_village_57|特雷夫·雷吉德
p_village_58|巴尔·贝特
p_village_59|特雷夫·马纳夫
p_village_60|比尔纳罗伊
p_village_61|奥克尼群岛
p_village_62|维萨比
p_village_63|肯内默尔特普
p_village_64|弗莱斯·英格·特普
p_village_65|巴尔·塞布里格
p_village_66|巴尔·马格
p_village_67|巴尔·马格·科瓦
p_village_68|巴尔莫尔 北部
p_village_69|巴尔·克洛赫尔
p_village_70|巴尔·费尔马伊
p_village_71|巴尔·马查
p_village_72|巴尔·杜迈
p_village_73|巴尔莫尔南部
p_village_74|巴尔·埃卡达
p_village_75|巴尔·布雷坎
p_village_76|巴尔·克兰诺克
p_village_77|巴尔·科梅因
p_village_78|巴尔·卢伊涅
p_village_79|巴尔·菲亚赫拉赫·艾德尼
p_village_80|巴尔·贝奇纳
p_zendar|岑达
p_town_1|坎特瓦拉堡
p_town_2|奇潘汉姆
p_town_3|埃丁堡
p_town_4|里贝
p_town_5|图恩斯贝格
p_town_6|邓·布雷塔恩
p_town_7|都柏林
p_town_8|切斯特塞斯特尔
p_town_9|卡迪夫
p_town_10|约克
p_town_11|多勒斯塔德
p_town_12|伦敦威克
p_town_13|安格尔西岛
p_town_14|邓威克
p_town_15|斯昆
p_town_16|维坦·切斯特
p_town_17|博斯文纳赫
p_town_18|凯尔·凯尼赫
p_town_19|凯尔·里格蒙德
p_town_20|拉思·凯尔特尔
p_town_21|梅斯图
p_town_22|卡厄尔·梅瓜伊德
p_town_23|托姆顿
p_town_24|卡舍尔
p_town_25|艾利赫
p_town_26|布瑞赫尼奥格
p_town_27|贝班堡
p_town_28|克鲁阿汉
p_town_29|塔拉
p_castle_1|卡厄尔·利古阿里德
p_castle_2|马梅切斯特
p_castle_3|多恩切斯特
p_castle_4|米德尔斯堡
p_castle_5|丹尼斯伯恩
p_castle_6|到格弗林
p_castle_7|丁·贝爾
p_castle_8|威克斯特恩
p_castle_9|斯诺廷厄姆
p_castle_10|林肯郡
p_castle_11|汉姆顿
p_castle_12|赫雷潘顿
p_castle_13|奥克森福德
p_castle_14|科尔恩·切斯特
p_castle_15|格格内斯堡
p_castle_16|斯坦福德
p_castle_17|诺里奇
p_castle_18|黑格利斯敦
p_castle_19|伦德莱斯堡
p_castle_20|格兰特布里奇
p_castle_21|赫罗法·切斯特
p_castle_22|多恩瓦拉·切斯特
p_castle_23|西罗堡
p_castle_24|多切斯特
p_castle_25|威尔顿
p_castle_26|汉姆顿
p_castle_27|巴顿
p_castle_28|埃坎·切斯特
p_castle_29|托万·布利斯特拉
p_castle_30|丁·塔格尔
p_castle_31|卡图雷斯
p_castle_32|库伊尔·纳姆
p_castle_33|卡埃·卡拉达克
p_castle_34|戈班
p_castle_35|邓·杜伊姆
p_castle_36|邓·福瑟尔
p_castle_37|邓·塔鲁奥
p_castle_38|邓·阿韦特
p_castle_39|邓·昂莱格
p_castle_40|阿尔特·穆尔霍尔
p_castle_41|丁比克
p_castle_42|迪纳斯·布兰
p_castle_43|丁·阿瑟
p_castle_44|丁·厄尔特
p_castle_45|卡埃森尼翁特
p_castle_46|卡斯·斯威斯
p_castle_47|梅根·基尔·凯恩科德
p_castle_48|卡埃文特
p_castle_49|斯卡法
p_castle_50|韦比约格
p_castle_51|胡赫尔斯坦
p_castle_52|海德比尔
p_castle_53|斯基林格萨尔
p_castle_54|霍尔达兰
p_castle_55|阿格迪尔
p_castle_56|罗加兰
p_castle_57|卡埃雷吉德
p_castle_58|邓·贝特
p_castle_59|曼岛
p_castle_60|比尔纳罗伊
p_castle_61|奥克尼群岛
p_castle_62|维萨菲尤尔德拉
p_castle_63|肯内默尔
p_castle_64|弗莱斯·英格
p_castle_65|邓·塞布里格
p_castle_66|马格·拉思
p_castle_67|马格·科瓦
p_castle_68|德鲁姆·莫尔
p_castle_69|拉思·克洛赫-air
p_castle_70|费尔·费尔姆赫伊
p_castle_71|阿尔德马查
p_castle_72|马格·杜迈
p_castle_73|阿斯莫尔
p_castle_74|阿德·埃哈达
p_castle_75|阿德·布雷卡因
p_castle_76|拉戈尔克兰诺克
p_castle_77|科马因堡
p_castle_78|卢伊涅·康纳赫特
p_castle_79|菲亚赫拉赫·艾德内
p_castle_80|伯尔纳渡口
p_castle_81|格里安·艾尔布
p_castle_82|莱斯·莫尔
p_castle_83|基尔拉格·卢赫拉
p_castle_84|穆斯克里格部落
p_castle_85|邓·纳·马尔克
p_castle_86|凯尔达拉
p_castle_87|利亚姆温
p_castle_88|邓·博尔格
p_castle_89|罗斯·麦克·特罗因
p_castle_90|米德的拉因人
p_village_1|利古阿里德
p_village_2|马梅姆
p_village_3|多恩汉姆
p_village_4|米德尔斯哈姆
p_village_5|丹尼斯的哈姆
p_village_6|到格弗林
p_village_7|贝尔·汉姆
p_village_8|维克斯·汉姆
p_village_9|斯诺廷汉姆南部
p_village_10|林肯林汉姆
p_village_11|汉姆
p_village_12|赫潘汉姆
p_village_13|奥克纳姆
p_village_14|科尔恩汉姆
p_village_15|盖格内斯哈姆
p_village_16|斯坦汉姆
p_village_17|诺尔姆
p_village_18|海格利斯港
p_village_19|伦德莱汉姆
p_village_20|格兰特汉姆
p_village_21|霍夫哈姆
p_village_22|多恩沃拉姆
p_village_23|萨罗·汉姆
p_village_24|多切斯特
p_village_25|威尔·哈姆
p_village_26|汉姆 汉姆
p_village_27|巴顿山
p_village_28|埃斯坎·汉姆
p_village_29|特雷夫·托万
p_village_30|特雷夫·塔格尔
p_village_31|特雷夫·卡图雷斯
p_village_32|特雷夫·库伊尔
p_village_33|特雷夫·卡拉达格
p_village_34|特雷夫·戈布
p_village_35|巴尔·杜伊姆
p_village_36|巴尔·福伊瑟
p_village_37|巴尔·陶罗
p_village_38|巴尔·阿维尔特
p_village_39|巴尔·奥纳伊
p_village_40|巴尔·穆尔霍尔
p_village_41|特雷夫·比赫
p_village_42|特雷夫·布兰
p_village_43|特雷夫·阿瑟
p_village_44|特雷夫·厄斯
p_village_45|特雷夫·塞尼翁特
p_village_46|特雷夫·斯威斯
p_village_47|特雷夫·凯恩科德
p_village_48|特雷夫·温特
p_village_49|斯卡法比
p_village_50|韦比约格镇
p_village_51|胡赫尔斯塔斯
p_village_52|海达比
p_village_53|斯基林斯萨尔
p_village_54|霍尔达比
p_village_55|阿格迪尔·比
p_village_56|罗加兰德城
p_village_57|特雷夫·雷吉德
p_village_58|巴尔·贝特
p_village_59|特雷夫·马纳夫
p_village_60|比尔纳罗伊
p_village_61|奥克尼群岛
p_village_62|维萨比
p_village_63|肯内默尔特普
p_village_64|弗莱斯·英格·特普
p_village_65|巴尔·塞布里格
p_village_66|巴尔·马格
p_village_67|巴尔·马格·科瓦
p_village_68|巴尔莫尔 北部
p_village_69|巴尔·克洛赫尔
p_village_70|巴尔·费尔马伊
p_village_71|巴尔·马查
p_village_72|巴尔·杜迈
p_village_73|巴尔莫尔南部
p_village_74|巴尔·埃卡达
p_village_75|巴尔·布雷坎
p_village_76|巴尔·克兰诺克
p_village_77|巴尔·科梅因
p_village_78|巴尔·卢伊涅
p_village_79|巴尔·菲亚赫拉赫·艾德尼
p_village_80|巴尔·贝奇纳
p_village_81|巴尔·格里安·艾尔布
p_village_82|巴尔·莱斯·莫尔
p_village_83|巴尔·基尔拉格·卢赫拉
p_village_84|巴尔·穆斯克里格
p_village_85|巴尔·纳·马尔克
p_village_86|巴尔·达拉
p_village_87|巴利·利亚恩
p_village_88|巴尔·博尔格
p_village_89|巴尔·罗斯·麦克·特雷恩
p_village_90|巴尔·马伊格·拉因
p_village_91|塔拉山
p_village_92|肯特沃拉姆·诺斯
p_village_93|坎特瓦拉·汉姆·萨斯
p_village_94|奇潘汉姆东
p_village_95|奇潘汉姆西
p_village_96|埃丁汉姆东
p_village_97|埃丁汉姆西
p_village_98|里贝北
p_village_99|里贝南
p_village_100|东镇
p_village_101|图恩斯·比·韦斯特
p_village_102|特雷夫·布立吞东
p_village_103|特雷夫·布立吞·韦斯特
p_village_104|都柏林北部
p_village_105|都柏林南部
p_village_106|特雷夫·迪夫东
p_village_107|特雷夫·迪夫西
p_village_108|伊夫尔汉姆 东
p_village_109|埃弗汉姆西
p_village_110|多尔·赫姆·东
p_village_111|多尔 海姆 西部
p_village_112|伦敦 汉姆 北部
p_village_113|伦敦南岸
p_village_114|特雷夫·蒙东
p_village_115|特雷夫·蒙西
p_village_116|邓汉姆北
p_village_117|邓汉姆南部
p_village_118|巴尔·斯昆 东
p_village_119|巴尔·斯昆西
p_village_120|威坦汉姆·诺斯
p_village_121|威坦汉姆南部
p_village_122|特雷夫·博斯文纳东
p_village_123|特雷夫·博斯文纳赫西
p_village_124|巴尔·凯尼赫北
p_village_125|巴尔·凯尼赫南
p_village_126|巴尔·里格蒙德·诺斯
p_village_127|巴尔·里格蒙德南
p_village_128|巴尔·凯尔特尔东
p_village_129|巴尔·凯尔特韦斯特
p_village_130|巴尔·马斯提乌东
p_village_131|巴尔·马斯提乌西
p_village_132|特雷夫·梅瓜伊德东
p_village_133|特雷夫·梅瓜伊德·西
p_village_134|汤姆·汉姆·伊斯特
p_village_135|汤姆·汉姆南部
p_village_136|巴尔·凯塞尔东
p_village_137|巴尔·凯塞尔西
p_village_138|巴尔·艾利赫东
p_village_139|巴尔·艾利赫西
p_village_140|布瑞赫尼奥格东
p_village_141|布瑞赫尼奥格西部
p_village_142|贝班汉姆北
p_village_143|贝班汉姆南部
p_village_144|巴尔·克鲁安东
p_village_145|巴尔·克鲁安西侧
p_village_146|巴尔·特马尔北
p_village_147|巴尔·特马尔南
p_village_148|锡伦汉姆东
p_village_149|西塞伦汉姆
p_village_150|多克辛加
p_salt_mine|盐矿
p_four_ways_inn|四路客栈
p_test_scene|测试场景
p_battlefields|战场
p_frisa_beach|弗里西亚海滩
p_farmland|乌尔夫的农庄
p_boar_grove|野猪林
p_readingum|雷丁
p_aescesdun|埃克斯顿
p_mega_danishrmy|大夏季军队
p_battle_stones|石排
p_farmland_special|农田
p_roman_fort|罗马堡垒
p_troll_bridge|巨魔之桥
p_circle_mystic1|神秘圆圈
p_celidon_forest|古石
p_hidden_valley|Strange Ruins
p_quarry1|采石场
p_quarry2|采石场
p_quarry3|采石场
p_quarry4|采石场
p_saltmine1|盐矿
p_saltmine2|盐矿
p_saltmine3|盐矿
p_saltmine4|盐矿
p_lumbercamp1|伐木营地
p_lumbercamp2|伐木营地
p_lumbercamp3|伐木营地
p_lumbercamp4|伐木营地
p_farmsteadsp1|农庄
p_farmsteadsp2|农庄
p_farmsteadsp3|农庄
p_farmsteadsp4|农庄
p_farmsteadsp5|农庄
p_farmsteadsp6|农庄
p_farmsteadsp7|农庄
p_farmsteadsp8|农庄
p_farmsteadsp9|农庄
p_hadrian_wall1|哈德良长城
p_bjorn_camp|比约恩的营地
p_snotingaham_siege|斯诺廷厄姆被围攻
p_odin_cave|奥丁的洞穴
p_stonemonumento|石碑
p_forestbattle|森林之战
p_the_thing|大会
p_dhorak_keep|多拉克城堡
p_training_ground|训练场
p_training_ground_1|训练场
p_training_ground_2|训练村庄
p_training_ground_3|训练场
p_training_ground_4|训练湖
p_training_ground_5|训练营
p_monasterio1|阿德·坎迪达·卡萨姆
p_monasterio2|威利布罗德
p_monasterio3|多莫克
p_monasterio4|林迪斯法恩
p_monasterio5|阿波克罗桑
p_monasterio6|彼得
p_monasterio7|阿普内西吉
p_monasterio8|兰特埃卢德格
p_monasterio9|伊尼斯·恩利
p_monasterio10|埃夫斯霍姆
p_monasterio11|因德拉伍达
p_monasterio12|哈古斯塔德斯
p_monasterio13|布里乌敦
p_monasterio14|古德莱克
p_monasterio15|沃辛加斯
p_monasterio16|克洛费肖
p_monasterio17|瓦尔堡
p_monasterio18|德赫斯特
p_monasterio19|伊坦
p_monasterio20|彼得洛克斯特
p_monasterio21|梅德沙姆斯特德
p_monasterio22|科切姆
p_monasterio23|帕特里修斯
p_monasterio24|达里·卡尔盖奇
p_monasterio25|菲尼安
p_monasterio26|莱斯林
p_monasterio27|卡斯泰赫
p_monasterio28|斯莱克·米奇
p_monasterio29|格兰达洛赫
p_yourlair|我的避难所
p_thiaderd_lair|蒂亚德的藏身之所
p_destroy1|蒂亚德的藏身之所，被摧毁
p_destroy2|斯文的巢穴，被摧毁
p_destroy3|埃斯塞斯敦战场
p_followers_camp|追随者营地
p_map_txt_laithlind|{!}1
p_map_txt_alban|{!}1
p_map_txt_altclut|{!}1
p_map_txt_norphymbra_1|{!}1
p_map_txt_norphymbra_2|{!}1
p_map_txt_gwynedd_1|{!}1
p_map_txt_gwynedd_2|{!}1
p_map_txt_corniu_1|{!}1
p_map_txt_corniu_2|{!}1
p_map_txt_wessex|{!}1
p_map_txt_eastengla|{!}1
p_map_txt_mearce|{!}1
p_map_txt_aileach|{!}1
p_map_txt_connachta|{!}1
p_map_txt_meath|{!}1
p_map_txt_laigin|{!}1
p_map_txt_mumain|{!}1
p_map_txt_noregr|{!}1
p_map_txt_danmork|{!}1
p_map_txt_frisa|{!}1
p_bridge_1|{!}1
p_bridge_2|{!}2
p_bridge_3|{!}3
p_bridge_4|{!}4
p_bridge_5|{!}5
p_bridge_6|{!}6
p_bridge_7|{!}7
p_bridge_8|{!}8
p_bridge_9|{!}9
p_bridge_10|{!}10
p_bridge_11|{!}11
p_bridge_12|{!}12
p_bridge_13|{!}13
p_bridge_14|{!}14
p_bridge_15|{!}15
p_bridge_16|{!}16
p_bridge_17|{!}17
p_ferry_1a|渡口站
p_ferry_2a|渡口站
p_ferry_3a|渡口站
p_ferry_4a|渡口站
p_ferry_1b|渡口站
p_ferry_2b|渡口站
p_ferry_3b|渡口站
p_ferry_4b|渡口站
p_jetty_1|{!}码头 1
p_jetty_2|{!}码头 2
p_jetty_3|{!}码头 3
p_jetty_4|{!}码头 4
p_jetty_5|{!}码头 5
p_jetty_6|{!}码头 6
p_wales_spawn_point|海岸
p_fortiu_spawn_point|海岸
p_sussex_spawn_point|南撒克逊
p_clyde_coast_spawn_point|河流
p_limerick_spawn_point|海岸
p_norway_spawn_point|山脉
p_northumbria_spawn_point|乡村地区
p_mierce_spawn_point|乡村地区
p_crafu_spawn_point|乡村地区
p_alban_spawn_point|乡村地区
p_aileach_spawn_point|乡村地区
p_engla_coast_spawn_point|海岸
p_cornish_coast_spawn_point|海岸
p_leinster_spawn_point|乡村地区
p_frisia_spawn_point|乡村地区
p_denmark_spawn_point|乡村地区
p_caitness_priest_spawn_point|乡村地区
p_northumbria_priest_spawn_point|乡村地区
p_norway_priest_spawn_point|乡村地区
p_denmark_priest_spawn_point|乡村地区
p_channel_spawn_point|海峡
p_bight_spawn_point|南部海湾
p_irish_sea_spawn_point|爱尔兰海
p_forth_firth_spawn_point|福斯湾
p_skagerrak_spawn_point|斯卡格拉克
p_firth_clyde_spawn_point|克莱德湾
p_testing_spawn_point|{!}大海
p_landing_point|登陆点
p_landing_point2|{!}登陆点2
p_the_fleet|舰队
p_transporter|运输者
p_troop_camp_1|兵营
p_troop_camp_2|兵营
p_spawn_points_end|{!}最后的重生点
p_paganholysites1|奥丁的霍夫
p_paganholysites2|托尔的霍夫
p_oldpagan_hut|老异教徒的小屋
p_morrigan_lair|莫里甘的巢穴
p_bresail_farm|梅尔·布雷塞尔的农场
p_bresail_fort|梅尔·布雷斯尔的堡垒
p_reserved_1|{!}最后的重生点
p_bridge_18|{!}18
p_zendar|岑达
p_town_1|坎特瓦拉堡
p_town_2|奇潘汉姆
p_town_3|埃丁堡
p_town_4|里贝
p_town_5|图恩斯贝格
p_town_6|邓·布雷塔恩
p_town_7|都柏林
p_town_8|切斯特塞斯特尔
p_town_9|卡迪夫
p_town_10|约克
p_town_11|多勒斯塔德
p_town_12|伦敦威克
p_town_13|安格尔西岛
p_town_14|邓威克
p_town_15|斯昆
p_town_16|维坦·切斯特
p_town_17|博斯文纳赫
p_town_18|凯尔·凯尼赫
p_town_19|凯尔·里格蒙德
p_town_20|拉思·凯尔特尔
p_town_21|梅斯图
p_town_22|卡厄尔·梅瓜伊德
p_town_23|托姆顿
p_town_24|卡舍尔
p_town_25|艾利赫
p_town_26|布瑞赫尼奥格
p_town_27|贝班堡
p_town_28|克鲁阿汉
p_town_29|塔拉
p_castle_1|卡厄尔·利古阿里德
p_castle_2|马梅切斯特
p_castle_3|多恩切斯特
p_castle_4|米德尔斯堡
p_castle_5|丹尼斯伯恩
p_castle_6|到格弗林
p_castle_7|丁·贝爾
p_castle_8|威克斯特恩
p_castle_9|斯诺廷厄姆
p_castle_10|林肯郡
p_castle_11|汉姆顿
p_castle_12|赫雷潘顿
p_castle_13|奥克森福德
p_castle_14|科尔恩·切斯特
p_castle_15|格格内斯堡
p_castle_16|斯坦福德
p_castle_17|诺里奇
p_castle_18|黑格利斯敦
p_castle_19|伦德莱斯堡
p_castle_20|格兰特布里奇
p_castle_21|赫罗法·切斯特
p_castle_22|多恩瓦拉·切斯特
p_castle_23|西罗堡
p_castle_24|多切斯特
p_castle_25|威尔顿
p_castle_26|汉姆顿
p_castle_27|巴顿
p_castle_28|埃坎·切斯特
p_castle_29|托万·布利斯特拉
p_castle_30|丁·塔格尔
p_castle_31|卡图雷斯
p_castle_32|库伊尔·纳姆
p_castle_33|卡埃·卡拉达克
p_castle_34|戈班
p_castle_35|邓·杜伊姆
p_castle_36|邓·福瑟尔
p_castle_37|邓·塔鲁奥
p_castle_38|邓·阿韦特
p_castle_39|邓·昂莱格
p_castle_40|阿尔特·穆尔霍尔
p_castle_41|丁比克
p_castle_42|迪纳斯·布兰
p_castle_43|丁·阿瑟
p_castle_44|丁·厄尔特
p_castle_45|卡埃森尼翁特
p_castle_46|卡斯·斯威斯
p_castle_47|梅根·基尔·凯恩科德
p_castle_48|卡埃文特
p_castle_49|斯卡法
p_castle_50|韦比约格
p_castle_51|胡赫尔斯坦
p_castle_52|海德比尔
p_castle_53|斯基林格萨尔
p_castle_54|霍尔达兰
p_castle_55|阿格迪尔
p_castle_56|罗加兰
p_castle_57|卡埃雷吉德
p_castle_58|邓·贝特
p_castle_59|曼岛
p_castle_60|比尔纳罗伊
p_castle_61|奥克尼群岛
p_castle_62|维萨菲尤尔德拉
p_castle_63|肯内默尔
p_castle_64|弗莱斯·英格
p_castle_65|邓·塞布里格
p_castle_66|马格·拉思
p_castle_67|马格·科瓦
p_castle_68|德鲁姆·莫尔
p_castle_69|拉思·克洛赫-air
p_castle_70|费尔·费尔姆赫伊
p_castle_71|阿尔德马查
p_castle_72|马格·杜迈
p_castle_73|阿斯莫尔
p_castle_74|阿德·埃哈达
p_castle_75|阿德·布雷卡因
p_castle_76|拉戈尔克兰诺克
p_castle_77|科马因堡
p_castle_78|卢伊涅·康纳赫特
p_castle_79|菲亚赫拉赫·艾德内
p_castle_80|伯尔纳渡口
p_castle_81|格里安·艾尔布
p_castle_82|莱斯·莫尔
p_castle_83|基尔拉格·卢赫拉
p_castle_84|穆斯克里格部落
p_castle_85|邓·纳·马尔克
p_castle_86|凯尔达拉
p_castle_87|利亚姆温
p_castle_88|邓·博尔格
p_castle_89|罗斯·麦克·特罗因
p_castle_90|米德的拉因人
p_village_1|利古阿里德
p_village_2|马梅姆
p_village_3|多恩汉姆
p_village_4|米德尔斯哈姆
p_village_5|丹尼斯的哈姆
p_village_6|到格弗林
p_village_7|贝尔·汉姆
p_village_8|维克斯·汉姆
p_village_9|斯诺廷汉姆南部
p_village_10|林肯林汉姆
p_village_11|汉姆
p_village_12|赫潘汉姆
p_village_13|奥克纳姆
p_village_14|科尔恩汉姆
p_village_15|盖格内斯哈姆
p_village_16|斯坦汉姆
p_village_17|诺尔姆
p_village_18|海格利斯港
p_village_19|伦德莱汉姆
p_village_20|格兰特汉姆
p_village_21|霍夫哈姆
p_village_22|多恩沃拉姆
p_village_23|萨罗·汉姆
p_village_24|多切斯特
p_village_25|威尔·哈姆
p_village_26|汉姆 汉姆
p_village_27|巴顿山
p_village_28|埃斯坎·汉姆
p_village_29|特雷夫·托万
p_village_30|特雷夫·塔格尔
p_village_31|特雷夫·卡图雷斯
p_village_32|特雷夫·库伊尔
p_village_33|特雷夫·卡拉达格
p_village_34|特雷夫·戈布
p_village_35|巴尔·杜伊姆
p_village_36|巴尔·福伊瑟
p_village_37|巴尔·陶罗
p_village_38|巴尔·阿维尔特
p_village_39|巴尔·奥纳伊
p_village_40|巴尔·穆尔霍尔
p_village_41|特雷夫·比赫
p_village_42|特雷夫·布兰
p_village_43|特雷夫·阿瑟
p_village_44|特雷夫·厄斯
p_village_45|特雷夫·塞尼翁特
p_village_46|特雷夫·斯威斯
p_village_47|特雷夫·凯恩科德
p_village_48|特雷夫·温特
p_village_49|斯卡法比
p_village_50|韦比约格镇
p_village_51|胡赫尔斯塔斯
p_village_52|海达比
p_village_53|斯基林斯萨尔
p_village_54|霍尔达比
p_village_55|阿格迪尔·比
p_village_56|罗加兰德城
p_village_57|特雷夫·雷吉德
p_village_58|巴尔·贝特
p_village_59|特雷夫·马纳夫
p_village_60|比尔纳罗伊
p_village_61|奥克尼群岛
p_village_62|维萨比
p_village_63|肯内默尔特普
p_village_64|弗莱斯·英格·特普
p_village_65|巴尔·塞布里格
p_village_66|巴尔·马格
p_village_67|巴尔·马格·科瓦
p_village_68|巴尔莫尔 北部
p_village_69|巴尔·克洛赫尔
p_village_70|巴尔·费尔马伊
p_village_71|巴尔·马查
p_village_72|巴尔·杜迈
p_village_73|巴尔莫尔南部
p_village_74|巴尔·埃卡达
p_village_75|巴尔·布雷坎
p_village_76|巴尔·克兰诺克
p_village_77|巴尔·科梅因
p_village_78|巴尔·卢伊涅
p_village_79|巴尔·菲亚赫拉赫·艾德尼
p_village_80|巴尔·贝奇纳
p_village_81|巴尔·格里安·艾尔布
p_village_82|巴尔·莱斯·莫尔
p_village_83|巴尔·基尔拉吉·卢赫拉
p_village_84|巴尔·穆斯克赖格
p_village_85|巴尔纳马尔克
p_village_86|巴尔·达拉
p_village_87|巴尔·利亚温
p_village_88|巴尔·博尔格
p_village_89|巴尔·罗斯·麦克·特雷因
p_village_90|巴尔·马伊格·拉因
p_village_91|巴尔·塔拉
p_village_92|坎特瓦拉翰北
p_village_93|坎特瓦拉翰南
p_village_94|奇潘翰东
p_village_95|奇潘翰西
p_village_96|爱丁翰东
p_village_97|爱丁翰西
